,gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,playNullifiedByPenalty,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,expectedPoints,offenseFormation,receiverAlignment,playClockAtSnap,passResult,passLength,targetX,targetY,playAction,dropbackType,dropbackDistance,passLocationType,timeToThrow,timeInTackleBox,timeToSack,passTippedAtLine,unblockedPressure,qbSpike,qbKneel,qbSneak,rushLocationType,penaltyYards,prePenaltyYardsGained,yardsGained,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPointsAdded,isDropback,pff_runConceptPrimary,pff_runConceptSecondary,pff_runPassOption,pff_passCoverage,pff_manZone,swing_play
3450,2022103000,3949,(1:43) (Shotgun) T.Lawrence pass short right intended for C.Kirk INTERCEPTED by K.Williams at JAX 35. K.Williams to JAX 35 for no gain (C.Kirk).,4,1,10,JAX,DEN,JAX,25,01:43,17,21,N,85,0.204108494520187,0.795891505479813,1.35354847926646,SHOTGUN,3x1,10.0,IN,10.0,74.27,45.4,False,TRADITIONAL,2.57999992370605,INSIDE_BOX,2.203,2.20300006866455,,False,False,False,0,,,,0,0,-0.199221901083365,0.199221901083365,-4.72635805251775,True,,,0,Cover-3,Zone,1
3458,2022092505,3069,"(12:39) (Shotgun) L.Jackson pass deep left to R.Bateman to BLT 49 for 24 yards (Jo.Jones). FUMBLES (Jo.Jones), RECOVERED by NE-J.Peppers at NE 49. J.Peppers to BLT 39 for 12 yards (R.Bateman; B.Powers).",4,1,10,BAL,NE,BAL,25,12:39,26,31,N,35,0.217281978577375,0.782718021422625,1.32456924300641,SHOTGUN,2x2,12.0,C,23.0,57.15,39.23,True,SCRAMBLE,0.469999998807907,OUTSIDE_LEFT,5.706,4.59999990463257,,False,False,False,0,,,,24,14,0.169330380856991,-0.169330380856991,-4.62415687111206,True,POWER,,0,Cover-3,Zone,1
3515,2022101605,3531,"(7:12) (Shotgun) J.Burrow pass short middle to J.Chase to NO 36 for 8 yards (B.Roby; J.Evans). Pass 4, YAC 4",4,3,7,CIN,NO,NO,44,07:12,26,21,N,54,0.70722659304738,0.29277340695262,1.64476655179169,EMPTY,4x1,9.0,C,4.0,51.27,17.38,False,TRADITIONAL,1.64999997615814,INSIDE_BOX,2.277,2.27699995040894,,False,False,False,0,,,,8,8,-0.109831195324659,0.109831195324659,1.82990273437463,True,,,0,Bracket,Other,1
3524,2022102000,145,"(13:02) A.Dalton pass deep middle to R.Shaheed for 53 yards, TOUCHDOWN.",1,2,11,NO,ARI,NO,47,13:02,0,0,N,63,0.522403936833143,0.477596063166857,2.02340176468715,SINGLEBACK,3x1,17.0,C,44.0,21.09,22.15,True,TRADITIONAL,7.73999977111816,INSIDE_BOX,3.069,3.06900000572205,,False,False,False,0,,,,53,53,-0.145344164222479,0.145344164222479,4.97659823531285,True,UNDEFINED,,0,Quarters,Zone,1
3603,2022101601,1672,"(3:30) (Shotgun) R.Stevenson left guard for 31 yards, TOUCHDOWN.",2,3,10,NE,CLE,CLE,31,03:30,3,3,N,41,0.505630321800709,0.494369678199291,2.68063499464188,SHOTGUN,2x2,8.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,31,31,-0.14677519351244,0.14677519351244,4.31936500535812,False,INSIDE ZONE,SPLIT,0,Cover-1,Man,1
3652,2022091103,1672,(1:16) H.Adeniji reported in as eligible.  J.Mixon right guard pushed ob at PIT 4 for 31 yards (M.Fitzpatrick).,2,4,1,CIN,PIT,PIT,35,01:16,3,17,N,75,0.298250492662191,0.701749507337809,1.92287042480893,I_FORM,1x1,4.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,31,31,0.119313299655914,-0.119313299655914,3.96560463518836,False,MAN,,0,Cover-1,Man,1
3719,2022110609,4224,"(:13) (Shotgun) T.Brady pass short right to C.Otton for 1 yard, TOUCHDOWN.",4,1,1,TB,LA,LA,1,00:13,9,13,N,109,0.663855527900159,0.336144472099841,5.23068999458337,SHOTGUN,3x1,9.0,C,0.0,107.45,12.34,True,DESIGNED_ROLLOUT_RIGHT,1.85000002384186,INSIDE_BOX,1.768,1.76800000667572,,False,False,False,0,,,,1,1,0.299682628922164,-0.299682628922164,1.76931000541663,True,INSIDE ZONE,,0,Red Zone,Other,1
3777,2022092513,3925,"(1:15) (No Huddle, Shotgun) J.Garoppolo pass short middle to J.Wilson to SF 19 for 16 yards (P.Locke). FUMBLES (P.Locke), RECOVERED by DEN-K.Jackson at SF 24. K.Jackson to SF 24 for no gain (J.Wilson).",4,2,22,SF,DEN,SF,3,01:15,11,10,N,13,0.767437977250665,0.232562022749335,-0.292167890816927,SHOTGUN,2x2,25.0,C,5.0,17.8,22.3,False,SCRAMBLE,3.75,OUTSIDE_RIGHT,4.805,3.90000009536743,,False,False,False,0,,,,16,21,0.21995494607836,-0.21995494607836,-3.38755896768998,True,,,0,Cover-3 Seam,Zone,1
3808,2022091200,2712,"(3:08) (Shotgun) J.Williams up the middle to SEA 3 for -2 yards (U.Nwosu). FUMBLES (U.Nwosu), RECOVERED by SEA-M.Jackson at SEA -1. Touchback.",3,3,1,DEN,SEA,SEA,1,03:08,17,13,N,109,0.365270558744669,0.634729441255331,5.90973761759233,SHOTGUN,2x2,1.0,,,,,False,UNKNOWN,,,,,,,,,0,False,INSIDE_RIGHT,,0,-19,0.249609842896461,-0.249609842896461,-6.73095056542661,False,INSIDE ZONE,,0,Cover-0,Man,1
3831,2022091811,4443,"(4:45) D.Carr pass short middle to H.Renfrow to ARZ 45 for 11 yards (J.Thompson, Z.Collins). FUMBLES (Z.Collins), recovered by LV-F.Moreau at ARZ 39.",5,3,3,LV,ARI,LV,44,04:45,23,23,N,54,0.417918803915401,0.582081196084599,0.549999139038846,I_FORM,2x1,9.0,C,3.0,56.78,30.05,False,TRADITIONAL,6.6399998664856,INSIDE_BOX,2.736,2.73600006103516,,False,False,False,0,,,,17,17,0.143511694167545,-0.143511694167545,1.49592936458066,True,,,0,Cover-6 Right,Zone,1
3836,2022101605,3609,(5:12) (Shotgun) J.Burrow sacked at NO 41 for -10 yards (K.Elliss).,4,2,17,CIN,NO,NO,31,05:12,26,21,N,41,0.660882335156202,0.339117664843798,2.95334200863726,SHOTGUN,2x2,4.0,S,,,,False,TRADITIONAL,2.92000007629395,INSIDE_BOX,,,4.208,False,False,False,0,,,,-10,-10,0.105598770081997,-0.105598770081997,-1.67129783530254,True,,,0,Cover-2,Zone,1
3840,2022110610,3912,(1:01) C.Edwards-Helaire up the middle to KC 47 for 2 yards (J.Kalu; T.Tart).,4,4,1,KC,TEN,KC,45,01:01,17,17,N,55,0.62027245759964,0.37972754240036,0.301112857065164,I_FORM,2x1,12.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,2,2,0.122225493192673,-0.122225493192673,1.65477886470035,False,FB RUN,,0,Cover-2,Zone,1
3844,2022092503,4002,"(:30) (No Huddle, Shotgun) J.Allen pass short right to Q.Morris pushed ob at MIA 43 for 7 yards (E.Rowe).",4,3,1,BUF,MIA,,50,00:30,21,19,N,60,0.782761023379862,0.217238976620138,0.564032016205601,SHOTGUN,2x2,26.0,C,2.0,57.97,45.54,False,TRADITIONAL,1.29999995231628,INSIDE_BOX,1.632,1.63199996948242,,False,False,False,0,,,,7,7,-0.12502768188715,0.12502768188715,0.641065558942501,True,,,0,Cover-1,Man,1
3854,2022102300,3248,"(3:20) (Shotgun) J.Hill up the middle to CLV 20 for 4 yards (J.Owusu-Koramoah). FUMBLES (J.Owusu-Koramoah), touched at CLV 17, RECOVERED by CLV-I.Thomas at CLV 16. Penalty on BLT-P.Mekari, Offensive Holding, declined.",4,2,11,BAL,CLE,CLE,24,03:20,23,20,N,86,0.873089469969273,0.126910530030727,3.31216938362923,PISTOL,2x2,4.0,,,,,False,,,,,,,,,,0,False,INSIDE_LEFT,0.0,4,8,-0.145507954061031,0.145507954061031,-4.0395312338369,False,OUTSIDE ZONE,,1,Cover-0,Man,1
3878,2022100909,3012,"(12:35) (No Huddle, Shotgun) D.Henry right guard to WAS 38 for 4 yards (C.Toohill).",4,4,2,TEN,WAS,WAS,42,12:35,17,21,N,68,0.299251183867455,0.700748816132545,0.213640437577851,SHOTGUN,2x2,11.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,4,4,-0.121066831052303,0.121066831052303,3.22607421292923,False,INSIDE ZONE,READ OPTION,0,Cover-1,Man,1
3972,2022092509,2192,(14:00) (Shotgun) J.Herbert pass deep middle to J.Guyton to JAX 26 for 54 yards (R.Jenkins).,3,3,15,LAC,JAX,LAC,20,14:00,7,16,N,30,0.287882674485445,0.712117325514555,-1.3839326351881,EMPTY,3x2,7.0,C,51.0,77.25,29.66,False,SCRAMBLE,4.6100001335144,OUTSIDE_RIGHT,4.011,3.20000004768372,,False,False,False,0,,,,54,54,0.130499977618456,-0.130499977618456,5.87007257831283,True,,,0,2-Man,Man,1
4012,2022100909,3953,(:19) (Shotgun) C.Wentz pass incomplete short left.,4,1,2,WAS,TEN,TEN,2,00:19,17,21,N,12,0.736830791831017,0.263169208168983,5.48964874725789,SHOTGUN,3x1,15.0,I,2.0,,,False,TRADITIONAL,4.59000015258789,INSIDE_BOX,3.27,3.26999998092651,,False,False,False,0,,,,0,0,-0.172967430079977,0.172967430079977,-0.833840134029742,True,,,0,Red Zone,Other,1
4033,2022091800,3961,"(:19) (Shotgun) T.Tagovailoa pass short middle to J.Waddle for 7 yards, TOUCHDOWN.",4,2,7,MIA,BAL,BAL,7,00:19,38,35,N,103,0.256085351109505,0.743914648890495,4.6430104765459,SHOTGUN,3x1,12.0,C,7.0,113.49,34.02,False,TRADITIONAL,3.47000002861023,INSIDE_BOX,3.771,3.77099990844727,,False,False,False,0,,,,7,7,-0.245790133012148,0.245790133012148,2.3569895234541,True,,,0,Cover-1 Double,Man,1
4035,2022110609,3891,(2:02) (Shotgun) T.Brady pass incomplete short middle to C.Otton (J.Ramsey).,4,3,6,TB,LA,LA,6,02:02,9,13,N,104,0.49775430932641,0.50224569067359,3.93683137622429,SHOTGUN,2x2,10.0,I,6.0,109.54,16.52,False,TRADITIONAL,2.54999995231628,INSIDE_BOX,2.069,2.06900000572205,,False,False,False,0,,,,0,0,-0.148761185538024,0.148761185538024,-1.02326806914061,True,,,0,Red Zone,Other,1
4068,2022092502,3180,"(10:52) J.Taylor up the middle to KC 31 for no gain (N.Bolton, D.Harris).",4,4,1,IND,KC,KC,31,10:52,13,17,N,79,0.334983851760626,0.665016148239374,2.08136865159031,I_FORM,2x1,22.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,0,0,-0.123647458851337,0.123647458851337,-3.90658733819146,False,FB RUN,,0,Cover-3,Zone,1
4081,2022100907,2806,(1:51) Z.Wilson sacked at NYJ 9 for -17 yards (Br.Jones).,3,2,8,NYJ,MIA,NYJ,26,01:51,19,17,N,84,0.580293543636799,0.419706456363201,0.628928139340132,SINGLEBACK,2x2,12.0,S,,,,True,TRADITIONAL,14.0500001907349,OUTSIDE_LEFT,,4.30000019073486,4.32,False,True,False,0,,,,-17,-17,-0.122802004218102,0.122802004218102,-2.55264167720452,True,INSIDE ZONE,,0,Cover-1,Man,1
4101,2022100909,2571,(4:18) R.Tannehill pass deep left to N.Westbrook-Ikhine to WAS 12 for 61 yards (B.McCain).,3,2,8,TEN,WAS,TEN,27,04:18,17,14,N,83,0.582853674888611,0.417146325111389,0.783753068652004,I_FORM,2x1,26.0,C,61.0,27.83,12.7,True,TRADITIONAL,7.13000011444092,INSIDE_BOX,4.871,4.87099981307983,,False,False,False,0,,,,61,61,-0.199873153120279,0.199873153120279,4.38168828026392,True,OUTSIDE ZONE,,0,Quarters,Zone,1
4132,2022100204,1684,"(1:10) (Shotgun) C.Rush pass short right to M.Gallup for 9 yards, TOUCHDOWN.",2,3,6,DAL,WAS,WAS,9,01:10,6,7,N,101,0.625872775912285,0.374127224087715,3.85777649510419,EMPTY,3x2,10.0,C,9.0,119.04,7.22,False,SCRAMBLE,3.65000009536743,OUTSIDE_RIGHT,5.106,3.0,,False,False,False,0,,,,9,9,0.103844184428453,-0.103844184428453,3.14222350489581,True,,,0,Red Zone,Other,1
4134,2022101610,3843,(2:19) (Shotgun) J.Allen pass short left to S.Diggs pushed ob at KC 46 for 11 yards (J.Williams).,4,3,2,BUF,KC,BUF,43,02:19,20,17,N,67,0.65332193672657,0.34667806327343,1.61430109315552,SHOTGUN,2x2,4.0,C,5.0,61.4,6.51,False,TRADITIONAL,1.74000000953674,INSIDE_BOX,2.002,2.00200009346008,,False,False,False,0,,,,11,11,-0.1396654099226,0.1396654099226,1.1636420126888,True,,,0,Cover-0,Man,1
4138,2022101607,3995,(2:15) (Shotgun) M.Trubisky pass deep left to C.Claypool ran ob at TB 38 for 26 yards.,4,3,11,PIT,TB,PIT,36,02:15,20,18,N,74,0.731710311025381,0.268289688974619,0.466407063882798,SHOTGUN,3x1,12.0,C,24.0,51.28,1.24,False,SCRAMBLE,4.34000015258789,OUTSIDE_LEFT,5.072,3.5,,False,False,False,0,,,,26,26,0.140056733042002,-0.140056733042002,2.25976362801157,True,,,0,Cover-6 Right,Zone,1
4150,2022110603,796,(1:48) (Shotgun) A.Rodgers pass deep right to A.Lazard to DET 1 for 47 yards (W.Harris) [J.Paschal].,1,3,10,GB,DET,DET,48,01:48,0,0,N,62,0.284612718969584,0.715387281030416,1.17228823003825,EMPTY,3x2,3.0,C,20.0,81.04,2.48,False,TRADITIONAL,3.94000005722046,INSIDE_BOX,2.574,2.57399988174438,,False,False,False,0,,,,47,47,-0.108406133949757,0.108406133949757,5.26184896641644,True,,,0,Cover-1,Man,1
4179,2022110610,3617,"(3:05) (Shotgun) P.Mahomes scrambles right end for 14 yards, TOUCHDOWN.",4,3,9,KC,TEN,TEN,14,03:05,9,17,N,96,0.23203893750906,0.76796106249094,3.58205943455687,SHOTGUN,3x1,7.0,R,,,,False,SCRAMBLE,4.57000017166138,,,,,,False,,0,False,INSIDE_RIGHT,,14,14,0.238169115036726,-0.238169115036726,3.41794056544313,True,,,0,Cover-1 Double,Man,1
4222,2022092513,2246,"(12:44) J.Garoppolo FUMBLES (Aborted) at 50, RECOVERED by DEN-J.Jewell at 50.",3,2,8,SF,DEN,,50,12:44,3,7,N,60,0.277720227837563,0.722279772162437,2.51280584186316,I_FORM,2x1,9.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,0,0,0.139329973608255,-0.139329973608255,-5.53503545746207,False,UNDEFINED,,0,Cover-3,Zone,1
4296,2022102311,4073,"(:25) (No Huddle, Shotgun) K.Pickett pass deep left intended for D.Johnson INTERCEPTED by N.Igbinoghene at MIA -1. Touchback.",4,2,2,PIT,MIA,MIA,25,00:25,16,10,N,85,0.710182607794801,0.289817392205199,3.05012648593402,SHOTGUN,2x2,28.0,IN,25.0,112.57,51.49,False,SCRAMBLE,3.45000004768372,OUTSIDE_LEFT,4.471,3.5,,False,False,False,0,,,,0,0,0.284064138618608,-0.284064138618608,-3.17962720786454,True,,,0,2-Man,Man,1
4338,2022092513,3906,(1:42) (Shotgun) J.Garoppolo sacked at SF 3 for -12 yards (B.Chubb).,4,1,10,SF,DEN,SF,15,01:42,11,10,N,25,0.566459364257753,0.433540635742247,0.744485350325704,EMPTY,3x2,19.0,S,,,,False,TRADITIONAL,3.74000000953674,OUTSIDE_RIGHT,,3.5,4.571,False,False,False,0,,,,-12,-12,0.200978612992913,-0.200978612992913,-1.03665324114263,True,,,0,Cover-1,Man,1
4363,2022092509,924,(14:49) J.Herbert pass short left intended for S.Michel INTERCEPTED by D.Lloyd (T.Campbell) at LAC 15. D.Lloyd to LAC 5 for 10 yards (G.Everett).,2,1,10,LAC,JAX,LAC,9,14:49,0,3,N,101,0.592896685004234,0.407103314995766,0.148683891631663,SINGLEBACK,2x2,9.0,IN,6.0,99.77,21.12,True,TRADITIONAL,6.88000011444092,INSIDE_BOX,2.791,2.79099988937378,,False,False,False,0,,,,0,0,-0.157333109527826,0.157333109527826,-5.98385777935619,True,UNDEFINED,,0,Cover-2,Zone,1
4422,2022100913,3733,(1:10) (Shotgun) L.Jackson up the middle to CIN 36 for 19 yards (S.Hubbard).,4,1,5,BAL,CIN,BAL,45,01:10,16,17,N,65,0.628610238743325,0.371389761256675,2.20091907540336,SHOTGUN,2x2,21.0,,,,,True,DESIGNED_RUN,5.03999996185303,,,,,,,,0,False,OUTSIDE_RIGHT,,19,19,0.133061349081496,-0.133061349081496,1.03917443618411,False,POWER,INVERTED;READ OPTION,0,Cover-2,Zone,1
4444,2022091200,1579,"(2:31) (Shotgun) G.Smith pass deep right to C.Parkinson for 25 yards, TOUCHDOWN.",2,2,6,SEA,DEN,DEN,25,02:31,10,10,N,35,0.475086700171232,0.524913299828768,3.61808117269538,PISTOL,2x1,8.0,C,22.0,14.16,36.64,False,TRADITIONAL,2.82999992370605,INSIDE_BOX,2.536,2.53600001335144,,False,False,False,0,,,,25,25,0.111828293651342,-0.111828293651342,3.38191882730462,True,,,0,Cover-3,Zone,1
4468,2022100902,4076,"(:47) (No Huddle, Shotgun) K.Hunt left tackle to LAC 35 for no gain (D.James).",4,1,10,CLE,LAC,LAC,35,00:47,28,30,N,75,0.529619142692536,0.470380857307464,2.56658395379782,SHOTGUN,2x2,26.0,,,,,False,,,,,,,,,,0,False,INSIDE_LEFT,,0,0,-0.101406154315919,0.101406154315919,-0.529101842315868,False,PULL LEAD,READ OPTION,0,Cover-1,Man,1
4485,2022092511,3483,(3:44) (No Huddle) R.Penny left guard to 50 for 4 yards (A.Terrell).,4,4,1,SEA,ATL,SEA,46,03:44,23,27,N,56,0.206589344888926,0.793410655111074,-0.104771174024791,SINGLEBACK,3x1,18.0,,,,,False,,,,,,,,,,0,False,INSIDE_LEFT,,4,4,0.1135648265481,-0.1135648265481,2.38713556015864,False,OUTSIDE ZONE,,0,Cover-3,Zone,1
4506,2022110600,3654,"(:46) (Shotgun) A.Ekeler left tackle to ATL 20 for 2 yards (G.Jarrett, R.Evans). FUMBLES (R.Evans), RECOVERED by ATL-T.Graham at ATL 17. T.Graham to ATL 36 for 19 yards. FUMBLES, RECOVERED by LAC-M.Feiler at ATL 43. The Replay Official reviewed the runner was not down by contact ruling, and the play was Upheld. The ruling on the field stands.",4,3,4,LAC,ATL,ATL,22,00:46,17,17,N,88,0.175939910113811,0.824060089886189,2.53225911251502,SHOTGUN,3x1,2.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,2,-21,0.102299593389034,-0.102299593389034,-1.0674047251814,False,OUTSIDE ZONE,READ OPTION,1,Cover-1,Man,1
4521,2022100210,3879,(2:00) (Shotgun) Z.Wilson pass short middle to T.Conklin to PIT 38 for 8 yards (M.Fitzpatrick). PIT-M.Fitzpatrick was injured during the play. His return is Questionable.,4,3,6,NYJ,PIT,PIT,46,02:00,20,17,N,56,0.645751014351845,0.354248985648155,2.03710661362857,SHOTGUN,2x2,10.0,C,6.0,49.51,27.33,True,TRADITIONAL,1.11000001430511,INSIDE_BOX,2.402,2.40199995040894,,False,False,False,0,,,,8,8,-0.106940343976021,0.106940343976021,1.12463176745223,True,POWER,,0,Cover-1,Man,1
4524,2022092504,2373,(10:41) (Shotgun) J.Goff pass short left to J.Reynolds pushed ob at MIN 30 for 16 yards (J.Metellus).,3,4,2,DET,MIN,MIN,46,10:41,14,14,N,64,0.690439965575933,0.309560034424067,0.143265148857608,SHOTGUN,3x1,2.0,C,6.0,69.71,45.57,False,SCRAMBLE,3.5,OUTSIDE_LEFT,3.871,3.70000004768372,,False,False,False,0,,,,16,16,-0.139905449002981,0.139905449002981,4.03286663722247,True,,,0,Cover-1,Man,1
4548,2022100212,3430,(5:18) (Shotgun) D.Carr pass short middle to D.Adams to DEN 48 for 17 yards (J.Jewell).,4,2,13,LV,DEN,LV,35,05:18,25,23,N,45,0.700626380741596,0.299373619258404,0.439952802378684,EMPTY,3x2,8.0,C,8.0,52.94,32.82,False,TRADITIONAL,2.4300000667572,INSIDE_BOX,2.736,2.73600006103516,,False,False,False,0,,,,17,17,0.106512747704983,-0.106512747704983,2.02585433179047,True,,,0,Quarters,Zone,1
4574,2022110609,4133,"(:24) (No Huddle, Shotgun) T.Brady pass short left to S.Miller pushed ob at LA 14 for 14 yards (D.Kendrick).",4,3,6,TB,LA,LA,28,00:24,9,13,N,82,0.106039299070835,0.893960700929165,1.89485230023274,SHOTGUN,2x2,25.0,C,13.0,95.6,50.21,False,TRADITIONAL,4.6100001335144,INSIDE_BOX,2.436,2.43600010871887,,False,False,False,0,,,,14,14,0.109680663297574,-0.109680663297574,1.06210752524203,True,,,0,Quarters,Zone,1
4582,2022102308,2311,"(3:20) (Shotgun) D.Mills pass deep left to P.Dorsett for 25 yards, TOUCHDOWN.",3,3,7,HOU,LV,LV,25,03:20,17,13,N,35,0.742221433669329,0.257778566330671,3.45924746373203,SHOTGUN,2x2,2.0,C,25.0,11.77,6.12,False,TRADITIONAL,4.32000017166138,OUTSIDE_LEFT,3.003,3.0,,False,False,False,0,,,,25,25,-0.115026324987411,0.115026324987411,3.54075253626797,True,,,0,Quarters,Zone,1
4617,2022110300,417,(8:51) (Shotgun) J.Hurts pass short right to Q.Watkins to PHI 44 for 23 yards (J.Owens).,1,3,6,PHI,HOU,PHI,21,08:51,7,0,N,89,0.331460492685437,0.668539507314563,-0.470852194353938,SHOTGUN,2x2,7.0,C,15.0,72.94,36.96,False,SCRAMBLE,3.3199999332428,OUTSIDE_RIGHT,4.371,2.90000009536743,,False,False,False,0,,,,23,23,-0.101296070963144,0.101296070963144,3.17780893296003,True,,,0,Cover-2,Zone,1
4689,2022092600,2540,"(5:41) (No Huddle) S.Barkley right guard for 36 yards, TOUCHDOWN.",3,1,10,NYG,DAL,DAL,36,05:41,6,6,N,74,0.5670848749578,0.4329151250422,3.86403196398169,SINGLEBACK,3x1,13.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,36,36,0.156315255910158,-0.156315255910158,3.13596803601831,False,OUTSIDE ZONE,,0,Cover-3,Zone,1
4718,2022092504,3930,(2:36) (Shotgun) K.Cousins pass incomplete short right to A.Thielen [C.Harris].,4,4,8,MIN,DET,MIN,47,02:36,21,24,N,57,0.249723978340626,0.750276021659374,-0.149651264538988,SHOTGUN,3x1,1.0,I,11.0,70.4,2.4,False,TRADITIONAL,5.21000003814697,INSIDE_BOX,3.087,3.08699989318848,,False,False,False,0,,,,0,0,-0.108962330967188,0.108962330967188,-2.37190069630742,True,,,0,Cover-1,Man,1
4730,2022110600,2492,"(3:48) (No Huddle, Shotgun) C.Patterson left guard for 3 yards, TOUCHDOWN. ATL-M.Hennessy was injured during the play.",3,3,3,ATL,LAC,LAC,3,03:48,10,14,N,107,0.450021207332611,0.549978792667389,4.54129767033737,SHOTGUN,2x2,17.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,,3,3,0.101935997605324,-0.101935997605324,2.45870232966263,False,INSIDE ZONE,READ OPTION,1,Cover-0,Man,1
4752,2022091105,4533,(4:12) (Shotgun) M.Ryan pass short right to M.Alie-Cox to HST 24 for 13 yards (J.Pitre) [D.King].,5,2,12,IND,HOU,HOU,37,04:12,20,20,N,73,0.301843716684262,0.698156283315738,2.44133244059049,SHOTGUN,3x1,4.0,C,8.0,79.59,16.22,False,TRADITIONAL,2.9300000667572,INSIDE_BOX,2.536,2.53600001335144,,False,True,False,0,,,,13,13,-0.124865594986602,0.124865594986602,1.38319609232713,True,,,0,Cover-3,Zone,1
4789,2022091200,201,"(11:37) (Shotgun) G.Smith pass short left to W.Dissly for 38 yards, TOUCHDOWN.",1,3,2,SEA,DEN,DEN,38,11:37,0,0,N,72,0.379358924925327,0.620641075074673,2.8074805631768,SHOTGUN,2x2,5.0,C,14.0,85.09,39.45,False,TRADITIONAL,4.44999980926514,INSIDE_BOX,4.538,4.53800010681152,,False,False,False,0,,,,38,38,0.159796210005879,-0.159796210005879,4.1925194368232,True,,,0,Cover-1,Man,1
4803,2022103000,2532,(8:27) (Shotgun) R.Wilson pass short middle to G.Dulcich to DEN 46 for 22 yards (R.Jenkins).,3,2,6,DEN,JAX,DEN,24,08:27,10,7,N,86,0.574378821998835,0.425621178001165,0.763268121983856,SHOTGUN,2x2,15.0,C,13.0,74.24,35.1,False,TRADITIONAL,1.87000000476837,INSIDE_BOX,1.902,1.90199995040894,,False,False,False,0,,,,22,22,-0.111864272505045,0.111864272505045,2.0106019184459,True,,,0,Cover-3 Seam,Zone,1
4804,2022103009,2571,(13:18) (Shotgun) J.Taylor up the middle to WAS 2 for -1 yards (J.Davis).,4,3,1,IND,WAS,WAS,1,13:18,6,7,N,109,0.691908001899719,0.308091998100281,5.7219255893724,SHOTGUN,2x2,10.0,,,,,False,,,,,,,,,,0,False,INSIDE_LEFT,,-1,-1,-0.105917155742645,0.105917155742645,-2.71381874504732,False,INSIDE ZONE,READ OPTION,0,Cover-0,Man,1
4907,2022102309,2062,"(1:46) (Shotgun) G.Smith pass deep left to M.Goodwin for 23 yards, TOUCHDOWN. LAC-J.Jackson was injured during the play.",2,2,10,SEA,LAC,LAC,23,01:46,14,17,N,87,0.404865566641092,0.595134433358908,3.63638660346624,SHOTGUN,3x1,11.0,C,23.0,111.01,52.14,False,TRADITIONAL,2.34999990463257,INSIDE_BOX,2.336,2.33599996566772,,False,False,False,0,,,,23,23,-0.123539041727781,0.123539041727781,3.36361339653376,True,,,0,Cover-1,Man,1
4964,2022100212,3250,"(7:54) (No Huddle, Shotgun) R.Wilson pass deep middle to K.Hamler to LV 3 for 55 yards (D.Harmon).",4,2,7,DEN,LV,DEN,42,07:54,25,16,N,68,0.856569346040487,0.143430653959513,1.98631405434571,SHOTGUN,2x2,21.0,C,46.0,22.53,27.42,False,TRADITIONAL,3.47000002861023,INSIDE_BOX,3.604,3.60400009155273,,False,False,False,0,,,,55,55,-0.11827740073204,0.11827740073204,4.12667112628696,True,,,0,Quarters,Zone,1
4974,2022103100,1656,"(1:56) (Shotgun) J.Brissett sacked at CIN 47 for -11 yards (sack split by S.Hubbard and V.Bell). FUMBLES (S.Hubbard) [V.Bell], RECOVERED by CIN-A.Davis-Gaither at CIN 46. A.Davis-Gaither to CIN 49 for 3 yards (P.Brown).",2,3,12,CLE,CIN,CIN,36,01:56,8,0,N,74,0.784233633428812,0.215766366571188,2.2874814303359,SHOTGUN,3x1,15.0,S,,,,False,TRADITIONAL,5.82000017166138,INSIDE_BOX,,,3.637,False,True,False,0,,,,-10,-13,-0.129921644926071,0.129921644926071,-4.54764389956836,True,,,0,Miscellaneous,Other,1
4994,2022102400,1187,"(9:52) B.Zappe pass deep left to J.Meyers for 30 yards, TOUCHDOWN.",2,1,10,NE,CHI,CHI,30,09:52,0,10,N,40,0.518923170864582,0.481076829135418,3.96612699190155,SINGLEBACK,2x2,6.0,C,27.0,16.59,9.0,True,TRADITIONAL,9.18000030517578,INSIDE_BOX,3.437,3.43700003623962,,False,False,False,0,,,,30,30,0.100975189357996,-0.100975189357996,3.03387300809845,True,INSIDE ZONE,,0,Cover-3,Zone,1
5053,2022091101,4104,"(:47) (No Huddle, Shotgun) J.Brissett pass short middle to D.Peoples-Jones to CAR 49 for 13 yards (J.Chinn).",4,2,12,CLE,CAR,CLE,38,00:47,24,23,N,72,0.628915322975566,0.371084677024434,0.883735907496884,SHOTGUN,3x1,27.0,C,14.0,58.22,23.09,False,TRADITIONAL,5.23000001907349,INSIDE_BOX,3.07,3.0699999332428,,False,True,False,0,,,,13,13,-0.166290898186465,0.166290898186465,0.6440383195295,True,,,0,Quarters,Zone,1
